,Date,EURUSD,USDCAD
We,01/21/2015,1.155,1.2113
Tu,01/20/2015,1.1606,1.1941
Mo,01/19/2015,1.1563,1.1971
Fr,01/16/2015,1.1633,1.1961
Th,01/15/2015,1.1789,1.1951
We,01/14/2015,1.1773,1.1959
Tu,01/13/2015,1.1834,1.1974
Mo,01/12/2015,1.1836,1.1863
Fr,01/09/2015,1.1793,1.183
Th,01/08/2015,1.1839,1.1815
We,01/07/2015,1.189,1.1836
Tu,01/06/2015,1.1933,1.1763
Mo,01/05/2015,1.2002,1.1778
Fr,01/02/2015,1.2104,1.1611
Th,01/01/2015,1.2098,1.1621
We,12/31/2014,1.2156,1.1611
Tu,12/30/2014,1.2152,1.1637
Mo,12/29/2014,1.2188,1.1616
Fr,12/26/2014,1.2225,1.1625
Th,12/25/2014,1.2196,1.1624
We,12/24/2014,1.2172,1.1617
Tu,12/23/2014,1.223,1.1628
Mo,12/22/2014,1.2225,1.1607
Fr,12/19/2014,1.2286,1.1576
Th,12/18/2014,1.2342,1.163
We,12/17/2014,1.2511,1.1627
Tu,12/16/2014,1.2437,1.1672
Mo,12/15/2014,1.2463,1.1581
Fr,12/12/2014,1.2411,1.1521
Th,12/11/2014,1.2448,1.1482
We,12/10/2014,1.2374,1.1446
Tu,12/09/2014,1.2317,1.148
Mo,12/08/2014,1.2284,1.1442
Fr,12/05/2014,1.2379,1.1384
Th,12/04/2014,1.2311,1.1365
We,12/03/2014,1.2383,1.1407
Tu,12/02/2014,1.247,1.1329
Mo,12/01/2014,1.2453,1.142
Fr,11/28/2014,1.2467,1.1331
Th,11/27/2014,1.2506,1.1247
We,11/26/2014,1.2474,1.1258
Tu,11/25/2014,1.2443,1.1279
Mo,11/24/2014,1.2376,1.1238
Fr,11/21/2014,1.2539,1.1305
Th,11/20/2014,1.2554,1.1341
We,11/19/2014,1.2536,1.1296
Tu,11/18/2014,1.245,1.1308
Mo,11/17/2014,1.253,1.1286
Fr,11/14/2014,1.2477,1.1367
Th,11/13/2014,1.2438,1.1319
We,11/12/2014,1.2475,1.1336
Tu,11/11/2014,1.2421,1.1381
Mo,11/10/2014,1.2457,1.1333
Fr,11/07/2014,1.2375,1.1423
Th,11/06/2014,1.2486,1.1386
We,11/05/2014,1.2546,1.141
Tu,11/04/2014,1.2482,1.1359
Mo,11/03/2014,1.2517,1.127
Fr,10/31/2014,1.2613,1.1184
Th,10/30/2014,1.2632,1.1183
We,10/29/2014,1.2734,1.1166
Tu,10/28/2014,1.2698,1.1247
Mo,10/27/2014,1.2679,1.1236
Fr,10/24/2014,1.2646,1.123
Th,10/23/2014,1.2649,1.1236
We,10/22/2014,1.2716,1.1221
Tu,10/21/2014,1.28,1.1285
Mo,10/20/2014,1.276,1.1291
Fr,10/17/2014,1.2809,1.1258
Th,10/16/2014,1.2838,1.1255
We,10/15/2014,1.2658,1.1297
Tu,10/14/2014,1.2752,1.1199
Mo,10/13/2014,1.2632,1.1172
Fr,10/10/2014,1.2691,1.1185
Th,10/09/2014,1.2734,1.1107
We,10/08/2014,1.2669,1.1175
Tu,10/07/2014,1.2655,1.1132
Mo,10/06/2014,1.2507,1.1253
Fr,10/03/2014,1.2669,1.1157
Th,10/02/2014,1.2623,1.1163
We,10/01/2014,1.2631,1.1198
Tu,09/30/2014,1.2685,1.1164
Mo,09/29/2014,1.2691,1.1151
Fr,09/26/2014,1.2751,1.111
Th,09/25/2014,1.278,1.1058
We,09/24/2014,1.2847,1.1078
Tu,09/23/2014,1.2849,1.1044
Mo,09/22/2014,1.2827,1.0955
Fr,09/19/2014,1.2923,1.0934
Th,09/18/2014,1.2865,1.0998
We,09/17/2014,1.296,1.097
Tu,09/16/2014,1.294,1.1055
Mo,09/15/2014,1.2971,1.1091
Fr,09/12/2014,1.2925,1.1035
Th,09/11/2014,1.2917,1.0938
We,09/10/2014,1.2937,1.0984
Tu,09/09/2014,1.2895,1.0974
Mo,09/08/2014,1.2943,1.0882
Fr,09/05/2014,1.2944,1.0875
Th,09/04/2014,1.315,1.0888
We,09/03/2014,1.3133,1.0929
Tu,09/02/2014,1.3128,1.0871
Mo,09/01/2014,1.3138,1.0869
Fr,08/29/2014,1.3182,1.0861
Th,08/28/2014,1.3193,1.0865
We,08/27/2014,1.3167,1.0952
Tu,08/26/2014,1.3192,1.0984
Mo,08/25/2014,1.3211,1.0956
Fr,08/22/2014,1.3281,1.0941
Th,08/21/2014,1.3259,1.097
We,08/20/2014,1.332,1.0942
Tu,08/19/2014,1.3364,1.0887
Mo,08/18/2014,1.3391,1.0896
Fr,08/15/2014,1.3365,1.0902
Th,08/14/2014,1.3364,1.0914
We,08/13/2014,1.3369,1.0925
Tu,08/12/2014,1.3385,1.0921
Mo,08/11/2014,1.3401,1.0972
Fr,08/08/2014,1.3364,1.0926
Th,08/07/2014,1.3383,1.0916
We,08/06/2014,1.3376,1.0961
Tu,08/05/2014,1.3422,1.0906
Mo,08/04/2014,1.3427,1.0917
Fr,08/01/2014,1.339,1.0906
Th,07/31/2014,1.3397,1.0903
We,07/30/2014,1.3409,1.0852
Tu,07/29/2014,1.344,1.0799
Mo,07/28/2014,1.3433,1.0814
Fr,07/25/2014,1.3464,1.0745
Th,07/24/2014,1.3464,1.0728
We,07/23/2014,1.3466,1.0738
Tu,07/22/2014,1.3524,1.0738
Mo,07/21/2014,1.3528,1.0738
Fr,07/18/2014,1.3526,1.0763
Th,07/17/2014,1.3525,1.0741
We,07/16/2014,1.3568,1.0759
Tu,07/15/2014,1.3619,1.0712
Mo,07/14/2014,1.3603,1.0734
Fr,07/11/2014,1.3609,1.065
Th,07/10/2014,1.3642,1.0651
We,07/09/2014,1.3612,1.0679
Tu,07/08/2014,1.3605,1.0684
Mo,07/07/2014,1.3598,1.0651
Fr,07/04/2014,1.361,1.0634
Th,07/03/2014,1.366,1.0664
We,07/02/2014,1.3679,1.0632
Tu,07/01/2014,1.3692,1.0671
Mo,06/30/2014,1.3647,1.0669
Fr,06/27/2014,1.3612,1.0689
Th,06/26/2014,1.3629,1.0719
We,06/25/2014,1.3606,1.0745
Tu,06/24/2014,1.3605,1.0732
Mo,06/23/2014,1.3592,1.0763
Fr,06/20/2014,1.3608,1.0818
Th,06/19/2014,1.3595,1.0836
We,06/18/2014,1.3547,1.0861
Tu,06/17/2014,1.3574,1.0845
Mo,06/16/2014,1.3537,1.0859
Fr,06/13/2014,1.3552,1.0856
Th,06/12/2014,1.3531,1.0868
We,06/11/2014,1.3547,1.0903
Tu,06/10/2014,1.3594,1.0904
Mo,06/09/2014,1.3644,1.0928
Fr,06/06/2014,1.366,1.0925
Th,06/05/2014,1.3599,1.094
We,06/04/2014,1.3628,1.0908
Tu,06/03/2014,1.3597,1.09
Mo,06/02/2014,1.3635,1.0849
Fr,05/30/2014,1.3602,1.0837
Th,05/29/2014,1.3591,1.0875
We,05/28/2014,1.3635,1.0858
Tu,05/27/2014,1.3646,1.0859
Mo,05/26/2014,1.3628,1.087
Fr,05/23/2014,1.3656,1.0891
Th,05/22/2014,1.3687,1.0912
We,05/21/2014,1.3702,1.0908
Tu,05/20/2014,1.3709,1.0875
Mo,05/19/2014,1.3703,1.0863
Fr,05/16/2014,1.371,1.0885
Th,05/15/2014,1.3715,1.0889
We,05/14/2014,1.3704,1.0904
Tu,05/13/2014,1.3757,1.0896
Mo,05/12/2014,1.3755,1.0903
Fr,05/09/2014,1.384,1.0831
Th,05/08/2014,1.391,1.09
We,05/07/2014,1.3928,1.0895
Tu,05/06/2014,1.3875,1.0955
Mo,05/05/2014,1.3871,1.0984
Fr,05/02/2014,1.387,1.0956
Th,05/01/2014,1.3867,1.0962
We,04/30/2014,1.3812,1.0944
Tu,04/29/2014,1.3851,1.1029
Mo,04/28/2014,1.3837,1.1037
Fr,04/25/2014,1.3831,1.1021
Th,04/24/2014,1.3817,1.1032
We,04/23/2014,1.3805,1.1026
Tu,04/22/2014,1.3793,1.101
Mo,04/21/2014,1.3816,1.102
Fr,04/18/2014,1.3814,1.1003
Th,04/17/2014,1.3816,1.1011
We,04/16/2014,1.3815,1.0978
Tu,04/15/2014,1.3821,1.0962
Mo,04/14/2014,1.3843,1.0969
Fr,04/11/2014,1.3886,1.0936
Th,04/10/2014,1.3855,1.0879
We,04/09/2014,1.3797,1.0923
Tu,04/08/2014,1.3742,1.0975
Mo,04/07/2014,1.3697,1.0981
Fr,04/04/2014,1.372,1.1035
Th,04/03/2014,1.3767,1.1033
We,04/02/2014,1.3793,1.1024
Tu,04/01/2014,1.3769,1.105
Mo,03/31/2014,1.3755,1.1065
Fr,03/28/2014,1.374,1.1031
Th,03/27/2014,1.3781,1.1102
We,03/26/2014,1.3826,1.1167
Tu,03/25/2014,1.3839,1.1192
Mo,03/24/2014,1.3792,1.1219
Fr,03/21/2014,1.3779,1.1244
Th,03/20/2014,1.3833,1.1238
We,03/19/2014,1.3934,1.1135
Tu,03/18/2014,1.3922,1.1052
Mo,03/17/2014,1.3903,1.11
Fr,03/14/2014,1.3868,1.1076
Th,03/13/2014,1.3903,1.1118
We,03/12/2014,1.386,1.1106
Tu,03/11/2014,1.3877,1.1108
Mo,03/10/2014,1.3877,1.1081
Fr,03/07/2014,1.3861,1.0985
Th,03/06/2014,1.3733,1.1029
We,03/05/2014,1.3743,1.1092
Tu,03/04/2014,1.3735,1.1076
Mo,03/03/2014,1.3779,1.1054
Fr,02/28/2014,1.371,1.1121
Th,02/27/2014,1.3687,1.1128
We,02/26/2014,1.3745,1.1085
Tu,02/25/2014,1.3735,1.106
Mo,02/24/2014,1.3733,1.1114
Fr,02/21/2014,1.3719,1.1099
Th,02/20/2014,1.3733,1.108
We,02/19/2014,1.3759,1.0947
Tu,02/18/2014,1.3707,1.0965
Mo,02/17/2014,1.3688,1.0984
Fr,02/14/2014,1.3681,1.0977
Th,02/13/2014,1.3593,1.1003
We,02/12/2014,1.3638,1.1009
Tu,02/11/2014,1.3646,1.1055
Mo,02/10/2014,1.3634,1.1033
Fr,02/07/2014,1.359,1.107
Th,02/06/2014,1.3533,1.1083
We,02/05/2014,1.3519,1.1082
Tu,02/04/2014,1.3525,1.1119
Mo,02/03/2014,1.349,1.1133
Fr,01/31/2014,1.3555,1.1157
Th,01/30/2014,1.3663,1.1171
We,01/29/2014,1.3671,1.1153
Tu,01/28/2014,1.3673,1.1116
Mo,01/27/2014,1.3675,1.1083
Fr,01/24/2014,1.3696,1.1102
Th,01/23/2014,1.3547,1.1087
We,01/22/2014,1.3561,1.0967
Tu,01/21/2014,1.3552,1.0949
Mo,01/20/2014,1.3545,1.0963
Fr,01/17/2014,1.362,1.093
Th,01/16/2014,1.3605,1.0934
We,01/15/2014,1.3679,1.0946
Tu,01/14/2014,1.3671,1.0863
Mo,01/13/2014,1.3674,1.0893
Fr,01/10/2014,1.3608,1.0842
Th,01/09/2014,1.3576,1.082
We,01/08/2014,1.3616,1.0766
Tu,01/07/2014,1.3629,1.0656
Mo,01/06/2014,1.359,1.0637
Fr,01/03/2014,1.3672,1.067
Th,01/02/2014,1.3763,1.0644
We,01/01/2014,1.3743,1.0623
Tu,12/31/2013,1.3801,1.0648
Mo,12/30/2013,1.3752,1.0698
Fr,12/27/2013,1.3691,1.0648
Th,12/26/2013,1.3681,1.063
We,12/25/2013,1.368,1.0631
Tu,12/24/2013,1.3696,1.0605
Mo,12/23/2013,1.3675,1.0644
Fr,12/20/2013,1.3661,1.0664
Th,12/19/2013,1.3685,1.0703
We,12/18/2013,1.3768,1.0607
Tu,12/17/2013,1.3761,1.0596
Mo,12/16/2013,1.3741,1.0593
Fr,12/13/2013,1.3753,1.064
Th,12/12/2013,1.3786,1.059
We,12/11/2013,1.3761,1.0603
Tu,12/10/2013,1.3739,1.0627
Mo,12/09/2013,1.3706,1.0637
Fr,12/06/2013,1.3667,1.0654
Th,12/05/2013,1.3593,1.0684
We,12/04/2013,1.3588,1.0649
Tu,12/03/2013,1.3542,1.0644
Mo,12/02/2013,1.3594,1.0615
Fr,11/29/2013,1.3606,1.0581
Th,11/28/2013,1.3579,1.0595
We,11/27/2013,1.3572,1.0541
Tu,11/26/2013,1.3517,1.0543
Mo,11/25/2013,1.355,1.0521
Fr,11/22/2013,1.3482,1.0517
Th,11/21/2013,1.3439,1.0453
We,11/20/2013,1.3538,1.0469
Tu,11/19/2013,1.3506,1.0429
Mo,11/18/2013,1.3502,1.0437
Fr,11/15/2013,1.3461,1.0464
Th,11/14/2013,1.3487,1.0457
We,11/13/2013,1.3436,1.0495
Tu,11/12/2013,1.3407,1.0476
Mo,11/11/2013,1.3358,1.0482
Fr,11/08/2013,1.3419,1.0462
Th,11/07/2013,1.3513,1.0418
We,11/06/2013,1.3474,1.0456
Tu,11/05/2013,1.3514,1.0425
Mo,11/04/2013,1.3489,1.0425
Fr,11/01/2013,1.3584,1.0431
Th,10/31/2013,1.3736,1.0479
We,10/30/2013,1.3745,1.0469
Tu,10/29/2013,1.3785,1.0445
Mo,10/28/2013,1.3805,1.0447
Fr,10/25/2013,1.3801,1.0422
Th,10/24/2013,1.3776,1.0382
We,10/23/2013,1.3781,1.0286
Tu,10/22/2013,1.3681,1.0304
Mo,10/21/2013,1.3684,1.0296
Fr,10/18/2013,1.3675,1.0289
Th,10/17/2013,1.3535,1.0328
We,10/16/2013,1.3524,1.0383
Tu,10/15/2013,1.3561,1.0354
Mo,10/14/2013,1.3545,1.0351
Fr,10/11/2013,1.352,1.0398
Th,10/10/2013,1.3524,1.0394
We,10/09/2013,1.3573,1.0368
Tu,10/08/2013,1.3581,1.0313
Mo,10/07/2013,1.3554,1.029
Fr,10/04/2013,1.3619,1.0333
Th,10/03/2013,1.3579,1.0337
We,10/02/2013,1.3526,1.0322
Tu,10/01/2013,1.3527,1.0309
Mo,09/30/2013,1.3494,1.0311
Fr,09/27/2013,1.3489,1.031
Th,09/26/2013,1.3526,1.0314
We,09/25/2013,1.3474,1.03
Tu,09/24/2013,1.3493,1.0284
Mo,09/23/2013,1.3541,1.0296
Fr,09/20/2013,1.353,1.0265
Th,09/19/2013,1.3521,1.022
We,09/18/2013,1.3359,1.0296
Tu,09/17/2013,1.3334,1.0324
Mo,09/16/2013,1.3307,1.0355
Fr,09/13/2013,1.3299,1.0323
Th,09/12/2013,1.3311,1.0319
We,09/11/2013,1.3268,1.0349
Tu,09/10/2013,1.3255,1.0369
Mo,09/09/2013,1.3176,1.0406
Fr,09/06/2013,1.312,1.0505
Th,09/05/2013,1.3207,1.0496
We,09/04/2013,1.317,1.0535
Tu,09/03/2013,1.3192,1.0544
Mo,09/02/2013,1.3228,1.0533
Fr,08/30/2013,1.3241,1.0532
Th,08/29/2013,1.334,1.0487
We,08/28/2013,1.3393,1.0474
Tu,08/27/2013,1.3368,1.05
Mo,08/26/2013,1.338,1.0502
Fr,08/23/2013,1.3356,1.0516
Th,08/22/2013,1.3355,1.0474
We,08/21/2013,1.3417,1.0392
Tu,08/20/2013,1.3335,1.0345
Mo,08/19/2013,1.3331,1.0335
Fr,08/16/2013,1.3347,1.0306
Th,08/15/2013,1.3255,1.0342
We,08/14/2013,1.3263,1.0343
Tu,08/13/2013,1.33,1.0307
Mo,08/12/2013,1.3339,1.0288
Fr,08/09/2013,1.3381,1.0328
Th,08/08/2013,1.3336,1.0423
We,08/07/2013,1.3305,1.0377
Tu,08/06/2013,1.3258,1.036
Mo,08/05/2013,1.328,1.0388
Fr,08/02/2013,1.3207,1.0346
Th,08/01/2013,1.3302,1.0277
We,07/31/2013,1.3263,1.0305
Tu,07/30/2013,1.3262,1.0265
Mo,07/29/2013,1.3278,1.0283
Fr,07/26/2013,1.3277,1.028
Th,07/25/2013,1.3201,1.0316
We,07/24/2013,1.3223,1.0287
Tu,07/23/2013,1.3186,1.0334
Mo,07/22/2013,1.3146,1.037
Fr,07/19/2013,1.3109,1.0378
Th,07/18/2013,1.3125,1.0405
We,07/17/2013,1.3162,1.0369
Tu,07/16/2013,1.3062,1.0427
Mo,07/15/2013,1.3073,1.0394
Fr,07/12/2013,1.3097,1.0366
Th,07/11/2013,1.2978,1.0465
We,07/10/2013,1.2781,1.0527
Tu,07/09/2013,1.287,1.0558
Mo,07/08/2013,1.2828,1.0576
Fr,07/05/2013,1.2914,1.0515
Th,07/04/2013,1.3009,1.0505
We,07/03/2013,1.2979,1.0544
Tu,07/02/2013,1.3064,1.0497
Mo,07/01/2013,1.301,1.0515
Fr,06/28/2013,1.3038,1.0477
Th,06/27/2013,1.3012,1.047
We,06/26/2013,1.3077,1.0515
Tu,06/25/2013,1.312,1.0501
Mo,06/24/2013,1.3117,1.0453
Fr,06/21/2013,1.322,1.0387
Th,06/20/2013,1.3295,1.0273
We,06/19/2013,1.3392,1.0212
Tu,06/18/2013,1.3367,1.0186
Mo,06/17/2013,1.3344,1.0174
Fr,06/14/2013,1.3375,1.0159
Th,06/13/2013,1.3337,1.0212
We,06/12/2013,1.3313,1.0189
Tu,06/11/2013,1.3257,1.0194
Mo,06/10/2013,1.3215,1.0204
Fr,06/07/2013,1.3246,1.0264
Th,06/06/2013,1.3093,1.0345
We,06/05/2013,1.3081,1.0342
Tu,06/04/2013,1.3076,1.0278
Mo,06/03/2013,1.2986,1.0382
Fr,05/31/2013,1.305,1.0297
Th,05/30/2013,1.2941,1.0351
We,05/29/2013,1.2856,1.0398
Tu,05/28/2013,1.2931,1.0341
Mo,05/27/2013,1.2933,1.0315
Fr,05/24/2013,1.2934,1.0305
Th,05/23/2013,1.2858,1.0367
We,05/22/2013,1.2906,1.0267
Tu,05/21/2013,1.2883,1.0241
Mo,05/20/2013,1.2821,1.0282
Fr,05/17/2013,1.2882,1.0195
Th,05/16/2013,1.2887,1.0157
We,05/15/2013,1.292,1.018
Tu,05/14/2013,1.2975,1.0106
Mo,05/13/2013,1.296,1.0112
Fr,05/10/2013,1.3043,1.0068
Th,05/09/2013,1.3153,1.0027
We,05/08/2013,1.3079,1.0042
Tu,05/07/2013,1.3076,1.0068
Mo,05/06/2013,1.3117,1.0078
Fr,05/03/2013,1.3065,1.0105
Th,05/02/2013,1.318,1.0083
We,05/01/2013,1.3168,1.0073
Tu,04/30/2013,1.3099,1.0112
Mo,04/29/2013,1.3021,1.0164
Fr,04/26/2013,1.3011,1.0198
Th,04/25/2013,1.3015,1.0256
We,04/24/2013,1.2996,1.0257
Tu,04/23/2013,1.3066,1.0256
Mo,04/22/2013,1.3101,1.0247
Fr,04/19/2013,1.3051,1.0264
Th,04/18/2013,1.3032,1.0266
We,04/17/2013,1.3177,1.0207
Tu,04/16/2013,1.3036,1.0256
Mo,04/15/2013,1.3118,1.0132
Fr,04/12/2013,1.3099,1.0105
Th,04/11/2013,1.307,1.0142
We,04/10/2013,1.3083,1.0164
Tu,04/09/2013,1.3009,1.0166
Mo,04/08/2013,1.2965,1.0176
Fr,04/05/2013,1.2936,1.0127
Th,04/04/2013,1.285,1.0146
We,04/03/2013,1.282,1.0148
Tu,04/02/2013,1.2849,1.0168
Mo,04/01/2013,1.2825,1.0177
Fr,03/29/2013,1.2816,1.0162
Th,03/28/2013,1.278,1.016
We,03/27/2013,1.2861,1.0161
Tu,03/26/2013,1.2853,1.0213
Mo,03/25/2013,1.2981,1.0234
Fr,03/22/2013,1.2899,1.0252
Th,03/21/2013,1.2933,1.026
We,03/20/2013,1.2882,1.0268
Tu,03/19/2013,1.2957,1.0222
Mo,03/18/2013,1.2955,1.0203
Fr,03/15/2013,1.3005,1.0222
Th,03/14/2013,1.2961,1.0276
We,03/13/2013,1.3034,1.0257
Tu,03/12/2013,1.3046,1.0259
Mo,03/11/2013,1.2994,1.0293
Fr,03/08/2013,1.3107,1.0294
Th,03/07/2013,1.2967,1.032
We,03/06/2013,1.3051,1.0269
Tu,03/05/2013,1.3026,1.0273
Mo,03/04/2013,1.3015,1.0275
Fr,03/01/2013,1.3057,1.0306
Th,02/28/2013,1.3139,1.0229
We,02/27/2013,1.3061,1.0261
Tu,02/26/2013,1.3063,1.0262
Mo,02/25/2013,1.3177,1.0219
Fr,02/22/2013,1.319,1.0185
Th,02/21/2013,1.3283,1.0167
We,02/20/2013,1.3388,1.0112
Tu,02/19/2013,1.3351,1.0107
Mo,02/18/2013,1.3364,1.0066
Fr,02/15/2013,1.3363,1.0009
Th,02/14/2013,1.3452,1.0018
We,02/13/2013,1.3454,1.0023
Tu,02/12/2013,1.3406,1.0048
Mo,02/11/2013,1.3362,1.003
Fr,02/08/2013,1.3398,0.9979
Th,02/07/2013,1.3523,0.9956
We,02/06/2013,1.3583,0.9956
Tu,02/05/2013,1.3514,0.9988
Mo,02/04/2013,1.3643,0.9969
Fr,02/01/2013,1.3579,0.9972
Th,01/31/2013,1.3567,1.0014
We,01/30/2013,1.3492,1.0009
Tu,01/29/2013,1.3456,1.0063
Mo,01/28/2013,1.346,1.0061
Fr,01/25/2013,1.3377,1.0026
Th,01/24/2013,1.3318,0.9992
We,01/23/2013,1.3322,0.9919
Tu,01/22/2013,1.3313,0.9929
Mo,01/21/2013,1.3312,0.9918
Fr,01/18/2013,1.3376,0.9858
Th,01/17/2013,1.3289,0.9859
We,01/16/2013,1.3306,0.9843
Tu,01/15/2013,1.3382,0.9837
Mo,01/14/2013,1.3336,0.9844
Fr,01/11/2013,1.3272,0.9832
Th,01/10/2013,1.3064,0.9876
We,01/09/2013,1.3081,0.9867
Tu,01/08/2013,1.3117,0.9859
Mo,01/07/2013,1.3075,0.9886
Fr,01/04/2013,1.3049,0.9878
Th,01/03/2013,1.3186,0.9849
We,01/02/2013,1.3204,0.9933
Tu,01/01/2013,1.3193,0.9921
Mo,12/31/2012,1.3217,0.9966
Fr,12/28/2012,1.3236,0.9952
Th,12/27/2012,1.3224,0.9943
We,12/26/2012,1.3183,0.9924
Tu,12/25/2012,1.3185,0.993
Mo,12/24/2012,1.3188,0.9934
Fr,12/21/2012,1.3244,0.9877
Th,12/20/2012,1.3227,0.9887
We,12/19/2012,1.3229,0.9857
Tu,12/18/2012,1.3164,0.9835
Mo,12/17/2012,1.3177,0.9868
Fr,12/14/2012,1.3077,0.9849
Th,12/13/2012,1.3074,0.9844
We,12/12/2012,1.3005,0.9861
Tu,12/11/2012,1.2941,0.9863
Mo,12/10/2012,1.2905,0.988
Fr,12/07/2012,1.297,0.9914
Th,12/06/2012,1.3068,0.9917
We,12/05/2012,1.3094,0.9927
Tu,12/04/2012,1.3054,0.9951
Mo,12/03/2012,1.2986,0.9931
Fr,11/30/2012,1.2979,0.9925
Th,11/29/2012,1.2953,0.9921
We,11/28/2012,1.2943,0.9945
Tu,11/27/2012,1.2972,0.9935
Mo,11/26/2012,1.2973,0.9929
Fr,11/23/2012,1.2884,0.9972
Th,11/22/2012,1.2829,0.9963
We,11/21/2012,1.2817,0.9968
Tu,11/20/2012,1.2814,0.9963
Mo,11/19/2012,1.2733,1.0012
Fr,11/16/2012,1.2781,1.001
Th,11/15/2012,1.2736,1.0039
We,11/14/2012,1.2704,1.0021
Tu,11/13/2012,1.2709,0.9998
Mo,11/12/2012,1.271,1.0006
Fr,11/09/2012,1.2747,1.0003
Th,11/08/2012,1.2771,0.9967
We,11/07/2012,1.2814,0.9921
Tu,11/06/2012,1.2796,0.9964
Mo,11/05/2012,1.2819,0.9958
Fr,11/02/2012,1.2943,0.9965
Th,11/01/2012,1.296,0.9994
We,10/31/2012,1.2959,0.9994
Tu,10/30/2012,1.2904,1.001
Mo,10/29/2012,1.2942,0.9977
Fr,10/26/2012,1.2934,0.9948
Th,10/25/2012,1.2974,0.9936
We,10/24/2012,1.2987,0.9924
Tu,10/23/2012,1.306,0.9922
Mo,10/22/2012,1.3017,0.9936
Fr,10/19/2012,1.3067,0.9853
Th,10/18/2012,1.3119,0.9779
We,10/17/2012,1.3054,0.9866
Tu,10/16/2012,1.2949,0.9807
Mo,10/15/2012,1.2962,0.9787
Fr,10/12/2012,1.2928,0.9786
Th,10/11/2012,1.2875,0.9818
We,10/10/2012,1.2885,0.9783
Tu,10/09/2012,1.2968,0.9769
Mo,10/08/2012,1.3049,0.9784
Fr,10/05/2012,1.3018,0.9804
Th,10/04/2012,1.2905,0.9876
We,10/03/2012,1.292,0.9841
Tu,10/02/2012,1.2888,0.9823
Mo,10/01/2012,1.2857,0.9829
Fr,09/28/2012,1.2913,0.9806
Th,09/27/2012,1.2873,0.9855
We,09/26/2012,1.2899,0.9806
Tu,09/25/2012,1.2931,0.9787
Mo,09/24/2012,1.299,0.9751
Fr,09/21/2012,1.2968,0.9769
Th,09/20/2012,1.3049,0.9745
We,09/19/2012,1.3048,0.9742
Tu,09/18/2012,1.3117,0.9748
Mo,09/17/2012,1.315,0.9704
Fr,09/14/2012,1.2991,0.9685
Th,09/13/2012,1.29,0.9762
We,09/12/2012,1.2855,0.973
Tu,09/11/2012,1.2758,0.9776
Mo,09/10/2012,1.2811,0.9782
Fr,09/07/2012,1.2631,0.9827
Th,09/06/2012,1.2601,0.9905
We,09/05/2012,1.2566,0.9859
Tu,09/04/2012,1.2593,0.9858
Mo,09/03/2012,1.2586,0.9861
Fr,08/31/2012,1.2506,0.9925
Th,08/30/2012,1.253,0.9894
We,08/29/2012,1.2565,0.9882
Tu,08/28/2012,1.2499,0.9907
Mo,08/27/2012,1.25,0.9916
Fr,08/24/2012,1.2564,0.9939
Th,08/23/2012,1.2529,0.9914
We,08/22/2012,1.2473,0.9892
Tu,08/21/2012,1.2346,0.9884
Mo,08/20/2012,1.2327,0.989
Fr,08/17/2012,1.2356,0.9866
Th,08/16/2012,1.229,0.9894
We,08/15/2012,1.2322,0.9923
Tu,08/14/2012,1.2332,0.9926
Mo,08/13/2012,1.2292,0.9914
Fr,08/10/2012,1.2306,0.9911
Th,08/09/2012,1.2365,0.9942
We,08/08/2012,1.2399,0.997
Tu,08/07/2012,1.2401,1.0002
Mo,08/06/2012,1.2369,1.0015
Fr,08/03/2012,1.218,1.0074
Th,08/02/2012,1.2225,1.0056
We,08/01/2012,1.2304,1.0031
Tu,07/31/2012,1.226,1.0016
Mo,07/30/2012,1.2322,1.0052
Fr,07/27/2012,1.2283,1.0102
Th,07/26/2012,1.2158,1.0155
We,07/25/2012,1.2061,1.0221
Tu,07/24/2012,1.2117,1.0188
Mo,07/23/2012,1.2159,1.0132
Fr,07/20/2012,1.2281,1.0074
Th,07/19/2012,1.2283,1.0102
We,07/18/2012,1.2294,1.012
Tu,07/17/2012,1.2273,1.015
Mo,07/16/2012,1.2251,1.0155
Fr,07/13/2012,1.2203,1.0191
Th,07/12/2012,1.2239,1.0198
We,07/11/2012,1.225,1.0226
Tu,07/10/2012,1.2313,1.0192
Mo,07/09/2012,1.2309,1.0183
Fr,07/06/2012,1.2392,1.0142
Th,07/05/2012,1.2528,1.013
We,07/04/2012,1.2608,1.0122
Tu,07/03/2012,1.2576,1.0171
Mo,07/02/2012,1.264,1.0175
Fr,06/29/2012,1.2443,1.0332
Th,06/28/2012,1.2468,1.0249
We,06/27/2012,1.2491,1.0238
Tu,06/26/2012,1.2504,1.0292
Mo,06/25/2012,1.2541,1.0244
Fr,06/22/2012,1.254,1.0297
Th,06/21/2012,1.2707,1.0183
We,06/20/2012,1.2685,1.0178
Tu,06/19/2012,1.2576,1.0243
Mo,06/18/2012,1.2605,1.0216
Fr,06/15/2012,1.2633,1.0226
Th,06/14/2012,1.2557,1.0303
We,06/13/2012,1.2503,1.0264
Tu,06/12/2012,1.2482,1.0317
Mo,06/11/2012,1.2515,1.0246
Fr,06/08/2012,1.256,1.0279
Th,06/07/2012,1.2582,1.0276
We,06/06/2012,1.2452,1.0381
Tu,06/05/2012,1.2499,1.0394
Mo,06/04/2012,1.2417,1.0393
Fr,06/01/2012,1.2365,1.0328
Th,05/31/2012,1.2367,1.0301
We,05/30/2012,1.2503,1.0221
